Morgan,N	CLE	CF	15	41	8	14	1	0	1	6	7	6	3	0	.341	.429	.439	.868	875000	
Altuve,J	HOU	2B	158	660	85	225	47	3	7	59	36	53	56	9	.341	.377	.453	.830	3125000	
Turner,J	LAD	3B	109	288	46	98	21	1	7	43	28	58	6	1	.340	.404	.493	.897	1000000	
Tulowitzki,T	COL	SS	91	315	71	107	18	1	21	52	50	57	1	1	.340	.432	.603	1.035	15775000	
Martinez,V	DET	DH	151	561	87	188	33	0	32	103	70	42	3	2	.335	.409	.565	.974	12500000	
Cuddyer,M	COL	RF	49	190	32	63	15	1	10	31	14	30	3	0	.332	.376	.579	.955	10500000	
Brantley,M	CLE	LF	156	611	94	200	45	2	20	97	52	56	23	1	.327	.385	.506	.890	6250000	
Beltre,A	TEX	3B	148	549	79	178	33	1	19	77	57	74	1	1	.324	.388	.492	.879	16000000	
Lind,A	TOR	1B	96	290	38	93	24	2	6	40	28	48	0	0	.321	.381	.479	.860	7000000	
Morneau,J	COL	1B	135	502	62	160	32	3	17	82	34	60	0	3	.319	.364	.496	.860	6250000	
Abreu,J	CWS	1B	145	556	80	176	35	2	36	107	51	131	3	1	.317	.383	.581	.964	11333333	
Harrison,J	PIT	3B	143	520	77	164	38	7	13	52	22	81	18	7	.315	.347	.490	.837	513000	
Cano,R	SEA	2B	157	595	77	187	37	2	14	82	61	68	10	3	.314	.382	.454	.836	24000000	
McCutchen,A	PIT	CF	146	548	89	172	38	6	25	83	84	115	18	3	.314	.410	.542	.952	8583333	
Cabrera,M	DET	1B	159	611	101	191	52	1	25	109	60	117	1	1	.313	.371	.524	.895	29200000	
Uribe,J	LAD	3B	103	386	36	120	23	0	9	54	15	77	0	1	.311	.337	.440	.777	7500000	
Posey,B	SF	C	147	547	72	170	28	2	22	89	47	69	0	1	.311	.364	.490	.854	18555555	
Wieters,M	BAL	C	26	104	13	32	5	0	5	18	6	19	0	1	.308	.339	.500	.839	7700000	
Kozma,P	STL	SS	14	23	4	7	3	0	0	0	3	4	0	0	.304	.385	.435	.819	518000	
Jay,J	STL	CF	140	413	52	125	16	3	3	46	28	78	6	3	.303	.372	.378	.750	3250000	
Pollock,A	ARI	CF	75	265	41	80	19	6	7	24	19	46	14	3	.302	.353	.498	.851	507000	
Young,D	BAL	LF	83	242	27	73	11	1	7	30	10	51	2	0	.302	.337	.442	.779	1000000	
Span,D	WSH	CF	147	610	94	184	39	8	5	37	50	65	31	7	.302	.355	.416	.771	3300000	
Cain,L	KC	CF	133	471	55	142	29	4	5	53	24	108	28	5	.301	.339	.412	.751	546000	
Cervelli,F	NYY	C	49	146	18	44	11	1	2	13	11	41	1	0	.301	.370	.432	.802	700000	
Cabrera,M	TOR	LF	139	568	81	171	35	3	16	73	43	67	6	2	.301	.351	.458	.808	8000000	
Lucroy,J	MIL	C	153	585	73	176	53	2	13	69	66	71	4	4	.301	.373	.465	.837	2200000	
Goldschmidt,P	ARI	1B	109	406	75	122	39	1	19	69	64	110	9	3	.300	.396	.542	.938	6400000	
Eaton,A	CWS	CF	123	486	76	146	26	10	1	35	43	83	15	9	.300	.362	.401	.763	511000	
Crawford,C	LAD	LF	105	343	56	103	14	3	8	46	16	55	23	6	.300	.339	.429	.767	20285714	
Pagan,A	SF	CF	96	383	56	115	21	2	3	27	25	53	16	6	.300	.342	.389	.731	10000000	
Puig,Y	LAD	RF	148	558	92	165	37	9	16	69	67	124	11	7	.296	.382	.480	.863	6000000	
Stewart,C	PIT	C	49	136	9	40	5	0	0	10	12	27	0	1	.294	.362	.331	.693	1000000	
Kendrick,H	LAA	2B	157	617	85	181	33	5	7	75	48	110	14	5	.293	.347	.397	.744	8375000	
Marte,S	PIT	LF	135	495	73	144	29	6	13	56	33	131	30	11	.291	.356	.453	.808	5166666	
Martin,R	PIT	C	111	379	45	110	20	0	11	67	59	78	4	4	.290	.402	.430	.832	8500000	
Loney,J	TB	1B	155	600	59	174	27	0	9	69	41	80	4	0	.290	.336	.380	.716	7000000	
Gordon,D	LAD	2B	148	609	92	176	24	12	2	34	31	107	64	19	.289	.326	.378	.704	515000	
Stubbs,D	COL	CF	132	388	67	112	22	4	15	43	30	136	20	3	.289	.339	.482	.821	4100000	
Gennett,S	MIL	2B	137	440	55	127	31	3	9	54	22	67	6	3	.289	.320	.434	.754	504000	
Murphy,D	NYM	2B	143	596	79	172	37	2	9	57	39	86	13	5	.289	.332	.403	.734	5700000	
Adams,M	STL	1B	142	527	55	152	34	5	15	68	26	114	3	2	.288	.321	.457	.779	516000	
Blackmon,C	COL	CF	154	593	82	171	27	3	19	72	31	96	28	10	.288	.335	.440	.775	501000	
Freeman,F	ATL	1B	162	607	93	175	43	4	18	78	90	145	3	4	.288	.386	.461	.847	16875000	
Lombardozzi,S	BAL	2B	20	73	6	21	1	1	0	2	0	14	1	0	.288	.297	.329	.626	517500	
Suzuki,K	MIN	C	131	452	37	130	34	0	3	61	34	46	0	1	.288	.345	.383	.727	2750000	
Stanton,G	MIA	RF	145	539	89	155	31	1	37	105	94	170	13	1	.288	.395	.555	.950	6500000	
Trout,M	LAA	CF	157	602	115	173	39	9	36	111	83	184	16	2	.287	.377	.561	.939	1000000	
McGehee,C	MIA	3B	160	616	56	177	29	1	4	76	67	102	4	2	.287	.355	.357	.712	1100000	
Rendon,A	WSH	3B	153	613	111	176	39	6	21	83	58	104	17	3	.287	.351	.473	.824	1800000	
Arenado,N	COL	3B	111	432	58	124	34	2	18	61	25	58	2	1	.287	.328	.500	.828	500000	
Reyes,J	TOR	SS	143	610	94	175	33	4	9	51	38	73	30	2	.287	.328	.398	.726	17666666	
Rizzo,A	CHC	1B	140	524	89	150	28	1	32	78	73	116	5	4	.286	.386	.527	.913	5857142	
Hunter,T	DET	RF	142	549	71	157	33	2	17	83	23	89	4	3	.286	.319	.446	.765	13000000	
Bautista,J	TOR	RF	155	553	101	158	27	0	35	103	104	96	6	2	.286	.403	.524	.928	13000000	
Ramirez,A	MIL	3B	133	494	47	141	23	1	15	66	21	75	3	0	.285	.330	.427	.757	12000000	
Aoki,N	KC	RF	132	491	63	140	22	6	1	43	43	49	17	8	.285	.349	.360	.710	1918750	
Escobar,A	KC	SS	162	579	74	165	34	5	3	50	23	83	31	6	.285	.317	.377	.694	2625000	
Suzuki,I	NYY	RF	143	359	42	102	13	2	1	22	21	68	15	3	.284	.324	.340	.664	6500000	
Gomez,C	MIL	CF	148	574	95	163	34	4	23	73	47	141	34	12	.284	.356	.477	.833	8000000	
Yelich,C	MIA	LF	144	582	94	165	30	6	9	54	70	137	21	7	.284	.362	.402	.764	505000	
Ramirez,H	LAD	SS	128	449	64	127	35	0	13	71	56	84	14	5	.283	.369	.448	.817	11666667	
Gillaspie,C	CWS	3B	130	464	50	131	31	5	7	57	36	78	0	4	.282	.336	.416	.752	512000	
Molina,Y	STL	C	110	404	40	114	21	0	7	38	28	55	1	1	.282	.333	.386	.719	15000000	
Tabata,J	PIT	RF	80	174	14	49	5	2	0	17	7	26	1	2	.282	.314	.333	.647	2500000	
Lagares,J	NYM	CF	116	416	46	117	24	3	4	47	20	87	13	4	.281	.321	.382	.703	506636	
Ruggiano,J	CHC	RF	81	224	29	63	13	1	6	28	18	70	2	4	.281	.337	.429	.766	2000000	
Holt,B	BOS	2B	106	449	68	126	23	5	4	29	33	98	12	2	.281	.331	.381	.711	2750000	
Rios,A	TEX	RF	131	492	54	138	30	8	4	54	23	93	17	9	.280	.311	.398	.709	9976429	
Zimmerman,R	WSH	1B	61	214	26	60	19	1	5	38	22	37	0	0	.280	.342	.449	.790	16666666	
Chisenhall,L	CLE	3B	142	478	62	134	29	1	13	59	39	99	3	1	.280	.343	.427	.770	510800	
Sandoval,P	SF	3B	157	588	68	164	26	3	16	73	39	85	0	0	.279	.324	.415	.739	5716667	
Morse,M	SF	LF	131	438	48	122	32	3	16	61	31	121	0	0	.279	.336	.475	.811	6000000	
Aybar,E	LAA	SS	156	589	77	164	30	4	7	68	36	62	16	9	.278	.321	.379	.700	8750000	
