Sucre,J	SEA	C	9	25	4	12	2	0	1	5	2	5	0	0	.480	.552	.680	1.232	512000	
Blackmon,C	COL	CF	143	578	111	187	35	5	29	82	43	102	17	9	.324	.381	.552	.933	3500000	
Fuentes,R	KC	RF	13	41	2	13	1	0	0	5	3	8	0	2	.317	.364	.341	.705	508450	
Ortiz,D	BOS	DH	151	537	79	169	48	1	38	127	80	86	2	0	.315	.401	.620	1.021	16000000	
Seager,C	LAD	SS	157	627	105	193	40	5	26	72	54	133	3	3	.308	.365	.512	.877	510000	
Ramos,W	WSH	C	131	482	58	148	25	0	22	80	35	79	0	0	.307	.354	.496	.850	5350000	
Realmuto,J	MIA	C	137	509	60	154	31	0	11	48	28	100	12	4	.303	.343	.428	.771	532500	
Orlando,P	KC	RF	128	457	52	138	24	4	5	43	13	105	14	3	.302	.329	.405	.734	514250	
Lindor,F	CLE	SS	158	604	99	182	30	3	15	78	57	88	19	5	.301	.358	.435	.794	540300	
Beltre,A	TEX	3B	153	583	89	175	31	1	32	104	48	66	1	1	.300	.358	.521	.879	18000000	
Travis,D	TOR	2B	101	410	54	123	28	1	11	50	20	87	4	1	.300	.332	.454	.785	511200	
Williams,M	NYY	CF	12	27	4	8	1	0	0	2	1	12	0	0	.296	.321	.333	.655	509700	
Naquin,T	CLE	CF	116	321	52	95	18	5	14	43	36	112	6	3	.296	.372	.514	.886	507500	
Arenado,N	COL	3B	160	618	116	182	35	6	41	133	68	103	2	3	.294	.362	.570	.932	5000000	
Bogaerts,X	BOS	SS	157	652	115	192	34	1	21	89	58	123	13	4	.294	.356	.446	.802	650000	
Hernandez,C	PHI	2B	155	547	67	161	14	11	6	39	66	116	17	13	.294	.371	.393	.764	525000	
Machado,M	BAL	3B	157	640	105	188	40	1	37	96	48	120	0	3	.294	.343	.533	.876	5000000	
Tomlinson,K	SF	2B	52	106	13	31	4	0	0	6	12	18	5	1	.292	.370	.330	.700	512500	
Bryant,K	CHC	3B	155	603	121	176	35	3	39	102	75	154	8	5	.292	.385	.554	.939	652000	
Valencia,D	OAK	3B	130	471	72	135	22	1	17	51	41	115	1	1	.287	.346	.446	.792	3150000	
Herrera,O	PHI	CF	159	583	87	167	21	6	15	49	63	134	25	7	.286	.361	.420	.781	528000	
Solarte,Y	SD	3B	109	405	55	116	26	1	15	71	30	63	1	1	.286	.341	.467	.808	525500	
Chisenhall,L	CLE	RF	126	385	43	110	25	5	8	57	23	70	6	0	.286	.328	.439	.767	2725000	
Villar,J	MIL	SS	156	589	92	168	38	3	19	63	79	174	62	18	.285	.369	.457	.826	512900	
Castellanos,N	DET	3B	110	411	54	117	25	4	18	58	28	111	1	1	.285	.331	.496	.827	536500	
Butera,D	KC	C	55	123	18	35	10	1	4	16	8	36	0	0	.285	.328	.480	.808	1162500	
Herrmann,C	ARI	C	56	148	21	42	5	4	6	28	16	44	4	0	.284	.352	.493	.845	515900	
Aoki,N	SEA	LF	118	417	63	118	24	4	4	28	34	45	7	9	.283	.349	.388	.738	5500000	
Reynolds,M	COL	1B	118	393	61	111	24	0	14	53	42	112	1	2	.282	.356	.450	.806	2600000	
Walker,N	NYM	2B	113	412	57	116	9	1	23	55	42	84	3	1	.282	.347	.476	.823	10550000	
Cron,C	LAA	1B	116	407	51	113	25	2	16	69	24	75	2	3	.278	.325	.467	.792	525000	
Fowler,D	CHC	CF	125	456	84	126	25	7	13	48	79	124	13	4	.276	.393	.447	.840	8000000	
Gregorius,D	NYY	SS	153	562	68	155	32	2	20	70	19	82	7	1	.276	.304	.447	.751	2425000	
Turner,J	LAD	3B	151	556	79	153	34	3	27	90	48	107	4	1	.275	.339	.493	.832	5100000	
Belt,B	SF	1B	156	542	77	149	41	8	17	82	104	148	0	4	.275	.394	.474	.868	6200000	
Correa,C	HOU	SS	153	577	76	158	36	3	20	96	75	139	13	3	.274	.361	.451	.811	516700	
Piscotty,S	STL	RF	153	582	86	159	35	3	22	85	51	133	7	5	.273	.343	.457	.800	512500	
Garcia,A	ATL	3B	134	532	65	145	29	0	14	65	24	93	3	2	.273	.311	.406	.717	508750	
Story,T	COL	SS	97	372	67	101	21	4	27	72	35	130	8	5	.272	.341	.567	.909	507500	
Odor,R	TEX	2B	150	605	89	164	33	4	33	88	19	135	14	7	.271	.296	.502	.798	522700	
Calhoun,K	LAA	RF	157	594	91	161	35	5	18	75	67	118	2	3	.271	.348	.438	.786	3400000	
Freese,D	PIT	3B	141	437	63	118	23	0	13	55	45	142	0	0	.270	.352	.412	.764	3000000	
Rodriguez,S	PIT	1B	140	300	49	81	16	1	18	56	33	102	2	1	.270	.349	.510	.859	2500000	
Rendon,A	WSH	3B	156	567	91	153	38	2	20	85	65	117	12	6	.270	.348	.450	.797	2800000	
Byrd,M	CLE	RF	34	115	11	31	6	0	5	19	11	38	0	0	.270	.326	.452	.778	1000000	
Soto,G	LAA	C	26	78	11	21	5	0	4	9	6	21	0	0	.269	.321	.487	.809	2800000	
Barney,D	TOR	2B	104	279	35	75	13	2	4	19	22	48	2	2	.269	.322	.373	.695	1050000	
Rosario,E	MIN	LF	92	335	52	90	17	2	10	32	12	91	5	2	.269	.295	.421	.716	542500	
Bradley,J	BOS	CF	156	558	94	149	30	7	26	87	63	143	9	2	.267	.349	.486	.835	546500	
Schoop,J	BAL	2B	162	615	82	164	38	1	25	82	21	137	1	2	.267	.298	.454	.752	522500	
Pillar,K	TOR	CF	146	548	59	146	35	2	7	53	24	90	14	6	.266	.303	.376	.679	521100	
Ozuna,M	MIA	CF	148	557	75	148	23	6	23	76	43	115	0	3	.266	.321	.452	.773	570000	
Castillo,W	ARI	C	113	416	41	110	24	0	14	68	33	121	2	0	.264	.322	.423	.745	3700000	
Bour,J	MIA	1B	90	280	35	74	12	1	15	51	38	56	0	0	.264	.349	.475	.824	537500	
Cervelli,F	PIT	C	101	326	42	86	14	1	1	33	56	72	6	2	.264	.377	.322	.699	3500000	
Gennett,S	MIL	2B	136	498	58	131	30	1	14	56	38	114	8	1	.263	.317	.412	.728	518100	
Encarnacion,E	TOR	DH	160	601	99	158	34	0	42	127	87	138	2	0	.263	.357	.529	.886	10000000	
Springer,G	HOU	RF	162	644	116	168	29	5	29	82	88	178	9	10	.261	.359	.457	.815	522400	
Escobar,A	KC	SS	162	637	57	166	24	6	7	55	27	96	17	4	.261	.292	.350	.642	1312500	
Hamilton,B	CIN	CF	119	411	69	107	19	3	3	17	36	93	58	8	.260	.321	.343	.664	570000	
Valbuena,L	HOU	3B	90	292	38	76	17	1	13	40	44	81	1	1	.260	.357	.459	.816	6125000	
Plouffe,T	MIN	3B	84	319	35	83	13	1	12	47	19	60	1	0	.260	.303	.420	.723	7250000	
Giavotella,J	LAA	2B	99	346	44	90	20	1	6	31	13	39	4	3	.260	.287	.376	.662	532500	
Myers,W	SD	1B	157	599	99	155	29	4	28	94	68	160	28	6	.259	.336	.461	.797	523900	
Marte,K	SEA	SS	119	437	55	113	21	2	1	33	18	84	11	5	.259	.287	.323	.610	515400	
Wolters,T	COL	C	71	205	27	53	15	2	3	30	21	53	4	1	.259	.327	.395	.723	507500	
Rua,R	TEX	LF	99	240	40	62	8	1	8	22	21	76	9	0	.258	.331	.400	.731	510120	
Polanco,G	PIT	RF	144	527	79	136	34	4	22	86	53	119	17	6	.258	.323	.463	.786	535000	
Barnhart,T	CIN	C	115	377	34	97	23	1	7	51	36	72	1	0	.257	.323	.379	.702	517500	
Phegley,J	OAK	C	25	78	11	20	6	0	1	10	5	13	0	0	.256	.314	.372	.686	512500	
Mercer,J	PIT	SS	149	519	66	133	22	3	11	59	51	83	1	1	.256	.328	.374	.701	2075000	
Trumbo,M	BAL	RF	159	613	94	157	27	1	47	108	51	170	2	0	.256	.316	.533	.850	9150000	
Santana,D	MIL	RF	77	246	34	63	14	0	11	32	32	91	2	3	.256	.345	.447	.792	513800	
Iglesias,J	DET	SS	137	467	57	119	26	0	4	32	28	50	7	4	.255	.306	.336	.643	2100000	
Franco,M	PHI	3B	152	581	67	148	23	1	25	88	40	106	1	1	.255	.306	.427	.733	517500	
Peterson,J	ATL	2B	115	350	45	89	16	1	7	29	52	69	5	5	.254	.350	.366	.715	520500	
Jackson,A	CWS	CF	54	181	24	46	12	2	0	18	17	39	2	1	.254	.318	.343	.661	5000000	
Lee,D	SEA	1B	104	292	33	74	9	0	14	49	20	74	0	0	.253	.312	.428	.740	1000000	
Alonso,Y	OAK	1B	156	482	52	122	34	0	7	56	45	74	3	1	.253	.316	.367	.683	2650000	
Blanco,A	PHI	2B	90	190	26	48	15	1	4	21	11	41	2	3	.253	.316	.405	.721	1450000	
Cozart,Z	CIN	SS	121	464	67	117	28	2	16	50	37	84	4	1	.252	.308	.425	.732	2925000	
Utley,C	LAD	2B	138	512	79	129	26	3	14	52	40	115	2	2	.252	.319	.396	.716	7000000	
Rupp,C	PHI	C	105	389	36	98	26	1	16	54	24	114	1	0	.252	.303	.447	.750	518000	
Vogt,S	OAK	C	137	490	54	123	30	2	14	56	35	83	0	0	.251	.305	.406	.711	527500	
Adams,M	STL	1B	118	297	37	74	18	0	16	54	25	81	0	1	.249	.309	.471	.780	1650000	
Davis,R	CLE	CF	134	454	74	113	23	2	12	48	33	106	43	6	.249	.306	.388	.693	5250000	
Lamb,J	ARI	3B	151	523	81	130	31	9	29	91	64	154	6	1	.249	.332	.509	.840	520300	
Lawrie,B	CWS	2B	94	351	35	87	22	0	12	36	30	109	7	3	.248	.310	.413	.723	4125000	
Suarez,E	CIN	3B	159	565	78	140	25	2	21	70	51	155	11	5	.248	.317	.411	.728	545000	
Martin,L	SEA	CF	143	518	72	128	17	3	15	47	44	149	24	6	.247	.306	.378	.684	4150000	
Davis,K	OAK	LF	150	555	85	137	24	2	42	102	42	166	1	2	.247	.307	.524	.831	524500	
Pederson,J	LAD	CF	137	406	64	100	26	0	25	68	63	130	6	2	.246	.352	.495	.847	520000	
Kiermaier,K	TB	CF	105	366	55	90	20	2	12	37	40	74	21	3	.246	.331	.410	.741	514400	
Jankowski,T	SD	CF	131	335	53	82	13	2	2	12	42	100	30	12	.245	.332	.313	.646	508800	
Wieters,M	BAL	C	124	423	48	103	17	1	17	66	32	85	1	0	.243	.302	.409	.711	15800000	
Romine,A	NYY	C	62	165	17	40	11	0	4	26	7	31	1	0	.242	.269	.382	.650	556000	
Shaw,T	BOS	3B	145	480	63	116	34	2	16	71	43	133	5	1	.242	.306	.421	.726	515000	
Broxton,K	MIL	CF	75	207	28	50	10	1	9	19	36	88	23	4	.242	.354	.430	.784	508500	
Galvis,F	PHI	SS	158	584	61	141	26	3	20	67	25	136	17	6	.241	.274	.399	.673	2000000	
Grichuk,R	STL	CF	132	446	66	107	29	3	24	68	28	141	5	4	.240	.289	.480	.769	520000	
Lind,A	SEA	1B	126	401	48	96	17	0	20	58	26	89	0	1	.239	.286	.431	.717	8000000	
Panik,J	SF	2B	127	464	67	111	21	7	10	62	50	47	5	0	.239	.315	.379	.695	545000	
Napoli,M	CLE	1B	150	557	92	133	22	1	34	101	78	194	5	1	.239	.335	.465	.800	7000000	
Mathis,J	MIA	C	41	126	12	30	4	1	2	15	4	36	0	0	.238	.267	.333	.601	1500000	
Russell,A	CHC	SS	151	525	67	125	25	3	21	95	55	135	5	1	.238	.321	.417	.738	527000	
Morrison,L	TB	1B	107	353	45	84	18	1	14	43	37	89	4	2	.238	.319	.414	.733	4200000	
Semien,M	OAK	SS	159	568	72	135	27	2	27	75	51	139	10	2	.238	.300	.435	.735	512500	
Brown,T	SF	C	75	173	17	41	7	0	5	19	10	39	0	1	.237	.283	.364	.647	508500	
Hechavarria,A	MIA	SS	155	508	52	120	17	6	3	38	33	73	1	0	.236	.283	.311	.594	2625000	
Escobar,E	MIN	SS	105	352	32	83	14	2	6	37	21	72	1	3	.236	.280	.338	.618	2150000	
Romine,A	DET	3B	108	174	21	41	5	2	2	16	13	38	8	0	.236	.304	.322	.626	900000	
Robinson,C	WSH	1B	104	196	16	46	4	0	5	26	20	38	0	0	.235	.305	.332	.637	534900	
Holt,T	CIN	CF	106	179	21	42	5	3	0	13	23	48	4	3	.235	.327	.296	.623	508000	
Bautista,J	TOR	RF	116	423	68	99	24	1	22	69	87	103	2	2	.234	.366	.452	.817	14000000	
Moreland,M	TEX	1B	147	460	49	107	21	0	22	60	35	118	1	0	.233	.298	.422	.720	5700000	
Lobaton,J	WSH	C	39	99	10	23	3	1	3	8	12	18	0	0	.232	.319	.374	.692	1387500	
Colon,C	KC	2B	54	147	13	34	6	0	1	13	11	31	0	1	.231	.294	.293	.586	518425	
Spangenberg,C	SD	2B	14	48	6	11	1	1	1	8	4	13	1	0	.229	.302	.354	.656	517700	
Duda,L	NYM	1B	47	153	20	35	7	0	7	23	15	36	0	0	.229	.302	.412	.714	6725000	
Grandal,Y	LAD	C	126	390	49	89	14	1	27	72	64	116	1	3	.228	.339	.477	.816	2800000	
Bethancourt,C	SD	C	73	193	20	44	9	0	6	25	10	56	1	2	.228	.265	.368	.633	511200	
Vazquez,C	BOS	C	57	172	21	39	9	1	1	12	10	39	0	0	.227	.277	.308	.585	513000	
Pham,T	STL	CF	78	159	26	36	7	0	9	17	20	71	2	2	.226	.324	.440	.764	510000	
