63,129,8,32,4,0,3,19,7,29,0,0,.248,.300,.349,.649,502500
135,485,49,120,28,1,14,55,48,99,1,0,.247,.314,.396,.710,3500000
98,264,41,65,16,0,9,30,37,71,5,0,.246,.345,.409,.754,492500
54,163,20,40,9,0,9,22,20,60,1,2,.245,.328,.466,.794,2750000
134,408,46,100,14,3,13,40,37,79,0,1,.245,.305,.390,.695,490500
126,467,41,114,16,0,12,54,45,74,0,0,.244,.313,.355,.669,12500000
85,293,32,71,13,4,6,36,38,56,0,0,.242,.333,.375,.709,491500
73,256,27,62,10,1,6,34,38,52,0,0,.242,.340,.359,.700,8000000
136,508,66,123,35,2,14,64,35,114,9,3,.242,.299,.402,.700,8250000
96,269,25,65,13,1,1,18,26,54,2,0,.242,.310,.309,.618,1750000
152,543,56,131,25,0,21,77,30,96,0,1,.241,.286,.403,.690,491800
91,253,27,61,13,2,9,40,30,63,1,1,.241,.326,.415,.741,2750000
142,445,43,107,24,1,14,59,36,111,2,0,.240,.295,.393,.688,1250000
61,179,10,43,8,0,0,16,13,24,0,0,.240,.295,.285,.580,1000000
115,390,43,93,17,1,10,52,45,78,0,2,.238,.318,.364,.682,2000000
103,323,31,77,13,0,9,42,24,61,0,2,.238,.287,.362,.649,497500
131,454,53,108,19,0,20,50,64,119,0,0,.238,.334,.412,.746,495100
100,236,22,56,8,1,1,25,11,46,4,4,.237,.272,.292,.564,490000
152,511,70,121,19,3,20,62,72,131,4,1,.237,.332,.403,.735,12000000
146,368,35,87,14,4,5,32,22,57,4,2,.236,.282,.337,.619,497400
88,204,23,48,12,1,7,36,28,49,0,0,.235,.326,.407,.733,750000
148,523,59,123,29,0,22,79,43,104,2,0,.235,.287,.417,.704,5500000
70,205,13,48,5,4,6,19,13,45,1,0,.234,.283,.385,.668,490000
158,607,57,142,20,4,4,52,19,84,22,0,.234,.259,.300,.559,2625000
144,403,41,94,26,2,15,51,31,101,2,0,.233,.289,.419,.708,4500000
114,373,35,87,19,0,13,44,26,98,1,0,.233,.290,.389,.679,3000000
99,283,26,66,14,0,2,18,22,63,2,1,.233,.290,.304,.594,1500000
136,472,42,110,26,0,12,42,32,83,2,4,.233,.287,.364,.651,524500
152,558,70,130,22,2,36,100,48,186,2,0,.233,.296,.473,.770,700000
160,606,71,141,40,2,23,80,76,127,6,5,.233,.323,.419,.742,5857142
147,462,60,107,24,1,23,60,45,117,0,0,.232,.299,.437,.736,502700
116,413,44,95,14,0,11,42,51,110,0,0,.230,.318,.344,.662,12000000
102,330,39,75,14,1,11,47,44,112,0,0,.227,.317,.376,.693,2950000
127,438,51,99,21,0,15,55,58,108,9,5,.226,.327,.377,.703,8500000
64,191,16,43,5,0,7,20,10,60,0,0,.225,.287,.361,.648,495000
94,289,30,65,17,0,11,36,16,56,1,0,.225,.270,.398,.668,492900
115,325,40,73,15,0,11,39,68,100,0,1,.225,.358,.372,.731,5166667
80,205,27,46,8,1,1,14,21,32,0,1,.224,.298,.288,.586,2100000
48,85,11,19,4,0,3,12,5,17,0,0,.224,.272,.376,.648,494000
148,506,64,113,24,2,29,82,70,212,2,0,.223,.320,.451,.770,494000
79,262,35,58,14,1,13,36,18,104,1,1,.221,.284,.431,.716,495000
134,403,44,89,17,0,9,44,33,115,15,6,.221,.281,.330,.611,495000
78,209,29,46,6,1,1,18,20,24,16,3,.220,.288,.273,.561,1050000
62,105,12,23,2,0,0,5,6,24,0,0,.219,.261,.238,.499,490000
28,105,12,23,7,0,2,8,8,31,0,0,.219,.305,.343,.648,12000000
108,331,34,72,15,1,12,37,53,63,1,4,.218,.331,.378,.708,930000
41,115,9,25,6,0,3,14,5,24,0,0,.217,.262,.348,.610,505000
143,410,44,89,20,0,1,35,34,91,3,1,.217,.275,.273,.548,490000
83,139,12,30,5,1,1,14,19,38,0,0,.216,.317,.288,.605,2000000
36,102,11,22,5,0,4,10,11,42,1,0,.216,.298,.382,.681,3100000
50,135,17,29,7,0,6,19,13,49,0,1,.215,.280,.400,.680,490840
62,112,15,24,4,1,1,10,9,20,9,2,.214,.268,.295,.563,1700000
75,220,22,47,6,1,6,19,19,54,6,1,.214,.281,.332,.613,499000
68,197,21,42,7,0,9,26,18,45,0,0,.213,.280,.386,.666,496000
109,294,28,62,6,0,4,25,30,49,4,0,.211,.293,.272,.566,515100
108,304,22,64,15,0,5,23,14,70,0,0,.211,.249,.309,.558,5250000
63,129,6,27,8,0,0,11,9,13,0,0,.209,.259,.271,.530,800000
141,501,49,104,25,1,7,41,36,64,4,2,.208,.266,.303,.569,562200
103,317,37,65,14,0,9,33,57,101,4,0,.205,.326,.334,.661,3125000
33,74,5,15,2,0,4,9,5,23,0,0,.203,.250,.392,.642,800000
82,262,31,53,8,1,12,37,32,79,2,0,.202,.301,.378,.679,2000000
75,222,17,44,8,0,2,21,29,27,0,1,.198,.306,.261,.567,1333333
84,256,24,50,11,0,10,24,14,94,0,1,.195,.247,.355,.603,510000
138,474,45,92,18,0,21,55,18,148,0,2,.194,.227,.365,.592,505600
26,68,8,13,4,0,2,10,7,22,0,0,.191,.275,.338,.613,493000
17,63,8,12,1,0,1,7,8,10,0,0,.190,.288,.254,.542,17000000
27,69,6,13,1,0,1,2,5,20,0,0,.188,.263,.246,.510,494000
43,86,5,16,7,0,1,6,5,21,0,0,.186,.237,.302,.539,575000
46,92,5,17,4,0,1,6,4,30,0,0,.185,.219,.261,.480,499000
71,186,21,34,8,0,9,31,23,56,0,1,.183,.282,.371,.653,750000
73,232,14,42,7,1,5,29,21,76,0,0,.181,.251,.284,.535,1500000
50,105,5,19,3,0,1,7,2,32,0,0,.181,.204,.238,.442,1250000
46,100,13,18,4,0,5,12,24,42,1,0,.180,.349,.370,.719,1000000
136,448,60,80,10,3,22,55,77,171,2,0,.179,.309,.362,.671,12400000
52,52,2,9,3,0,1,6,6,17,0,0,.173,.259,.288,.547,1350000
67,183,13,31,7,1,4,22,13,53,0,0,.169,.236,.284,.520,494000
2,6,0,1,1,0,0,0,0,2,0,0,.167,.167,.333,.500,500000
47,57,9,9,2,0,0,3,5,19,0,1,.158,.238,.193,.431,2500000
15,53,5,8,1,0,3,12,8,19,0,0,.151,.270,.340,.609,22500000
6,20,0,0,0,0,0,1,1,1,0,0,.000,.048,.000,.048,700000
3,3,0,0,0,0,0,0,2,0,0,0,.000,.400,.000,.400,1000000
15,41,8,14,1,0,1,6,7,6,3,0,.341,.429,.439,.868,875000
158,660,85,225,47,3,7,59,36,53,56,9,.341,.377,.453,.830,3125000
109,288,46,98,21,1,7,43,28,58,6,1,.340,.404,.493,.897,1000000
91,315,71,107,18,1,21,52,50,57,1,1,.340,.432,.603,1.035,15775000
151,561,87,188,33,0,32,103,70,42,3,2,.335,.409,.565,.974,12500000
49,190,32,63,15,1,10,31,14,30,3,0,.332,.376,.579,.955,10500000
156,611,94,200,45,2,20,97,52,56,23,1,.327,.385,.506,.890,6250000
148,549,79,178,33,1,19,77,57,74,1,1,.324,.388,.492,.879,16000000
96,290,38,93,24,2,6,40,28,48,0,0,.321,.381,.479,.860,7000000
135,502,62,160,32,3,17,82,34,60,0,3,.319,.364,.496,.860,6250000
145,556,80,176,35,2,36,107,51,131,3,1,.317,.383,.581,.964,11333333
143,520,77,164,38,7,13,52,22,81,18,7,.315,.347,.490,.837,513000
157,595,77,187,37,2,14,82,61,68,10,3,.314,.382,.454,.836,24000000
146,548,89,172,38,6,25,83,84,115,18,3,.314,.410,.542,.952,8583333
159,611,101,191,52,1,25,109,60,117,1,1,.313,.371,.524,.895,29200000
103,386,36,120,23,0,9,54,15,77,0,1,.311,.337,.440,.777,7500000
147,547,72,170,28,2,22,89,47,69,0,1,.311,.364,.490,.854,18555555
26,104,13,32,5,0,5,18,6,19,0,1,.308,.339,.500,.839,7700000
14,23,4,7,3,0,0,0,3,4,0,0,.304,.385,.435,.819,518000
140,413,52,125,16,3,3,46,28,78,6,3,.303,.372,.378,.750,3250000
75,265,41,80,19,6,7,24,19,46,14,3,.302,.353,.498,.851,507000
83,242,27,73,11,1,7,30,10,51,2,0,.302,.337,.442,.779,1000000
147,610,94,184,39,8,5,37,50,65,31,7,.302,.355,.416,.771,3300000
133,471,55,142,29,4,5,53,24,108,28,5,.301,.339,.412,.751,546000
49,146,18,44,11,1,2,13,11,41,1,0,.301,.370,.432,.802,700000
139,568,81,171,35,3,16,73,43,67,6,2,.301,.351,.458,.808,8000000
153,585,73,176,53,2,13,69,66,71,4,4,.301,.373,.465,.837,2200000
109,406,75,122,39,1,19,69,64,110,9,3,.300,.396,.542,.938,6400000
123,486,76,146,26,10,1,35,43,83,15,9,.300,.362,.401,.763,511000
105,343,56,103,14,3,8,46,16,55,23,6,.300,.339,.429,.767,20285714
96,383,56,115,21,2,3,27,25,53,16,6,.300,.342,.389,.731,10000000
148,558,92,165,37,9,16,69,67,124,11,7,.296,.382,.480,.863,6000000
49,136,9,40,5,0,0,10,12,27,0,1,.294,.362,.331,.693,1000000
157,617,85,181,33,5,7,75,48,110,14,5,.293,.347,.397,.744,8375000
135,495,73,144,29,6,13,56,33,131,30,11,.291,.356,.453,.808,5166666
111,379,45,110,20,0,11,67,59,78,4,4,.290,.402,.430,.832,8500000
155,600,59,174,27,0,9,69,41,80,4,0,.290,.336,.380,.716,7000000
148,609,92,176,24,12,2,34,31,107,64,19,.289,.326,.378,.704,515000
132,388,67,112,22,4,15,43,30,136,20,3,.289,.339,.482,.821,4100000
137,440,55,127,31,3,9,54,22,67,6,3,.289,.320,.434,.754,504000
143,596,79,172,37,2,9,57,39,86,13,5,.289,.332,.403,.734,5700000
142,527,55,152,34,5,15,68,26,114,3,2,.288,.321,.457,.779,516000
154,593,82,171,27,3,19,72,31,96,28,10,.288,.335,.440,.775,501000
162,607,93,175,43,4,18,78,90,145,3,4,.288,.386,.461,.847,16875000
20,73,6,21,1,1,0,2,0,14,1,0,.288,.297,.329,.626,517500
131,452,37,130,34,0,3,61,34,46,0,1,.288,.345,.383,.727,2750000
145,539,89,155,31,1,37,105,94,170,13,1,.288,.395,.555,.950,6500000
157,602,115,173,39,9,36,111,83,184,16,2,.287,.377,.561,.939,1000000
160,616,56,177,29,1,4,76,67,102,4,2,.287,.355,.357,.712,1100000
153,613,111,176,39,6,21,83,58,104,17,3,.287,.351,.473,.824,1800000
111,432,58,124,34,2,18,61,25,58,2,1,.287,.328,.500,.828,500000
143,610,94,175,33,4,9,51,38,73,30,2,.287,.328,.398,.726,17666666
140,524,89,150,28,1,32,78,73,116,5,4,.286,.386,.527,.913,5857142
142,549,71,157,33,2,17,83,23,89,4,3,.286,.319,.446,.765,13000000
155,553,101,158,27,0,35,103,104,96,6,2,.286,.403,.524,.928,13000000
133,494,47,141,23,1,15,66,21,75,3,0,.285,.330,.427,.757,12000000
132,491,63,140,22,6,1,43,43,49,17,8,.285,.349,.360,.710,1918750
162,579,74,165,34,5,3,50,23,83,31,6,.285,.317,.377,.694,2625000
143,359,42,102,13,2,1,22,21,68,15,3,.284,.324,.340,.664,6500000
148,574,95,163,34,4,23,73,47,141,34,12,.284,.356,.477,.833,8000000
144,582,94,165,30,6,9,54,70,137,21,7,.284,.362,.402,.764,505000
128,449,64,127,35,0,13,71,56,84,14,5,.283,.369,.448,.817,11666667
130,464,50,131,31,5,7,57,36,78,0,4,.282,.336,.416,.752,512000
110,404,40,114,21,0,7,38,28,55,1,1,.282,.333,.386,.719,15000000
80,174,14,49,5,2,0,17,7,26,1,2,.282,.314,.333,.647,2500000
116,416,46,117,24,3,4,47,20,87,13,4,.281,.321,.382,.703,506636
81,224,29,63,13,1,6,28,18,70,2,4,.281,.337,.429,.766,2000000
106,449,68,126,23,5,4,29,33,98,12,2,.281,.331,.381,.711,2750000
131,492,54,138,30,8,4,54,23,93,17,9,.280,.311,.398,.709,9976429
61,214,26,60,19,1,5,38,22,37,0,0,.280,.342,.449,.790,16666666
142,478,62,134,29,1,13,59,39,99,3,1,.280,.343,.427,.770,510800
157,588,68,164,26,3,16,73,39,85,0,0,.279,.324,.415,.739,5716667
131,438,48,122,32,3,16,61,31,121,0,0,.279,.336,.475,.811,6000000
156,589,77,164,30,4,7,68,36,62,16,9,.278,.321,.379,.700,8750000
135,485,61,135,25,3,21,74,24,120,0,0,.278,.313,.472,.785,3833333
82,327,38,91,14,0,12,32,20,68,2,0,.278,.324,.431,.755,519000
47,133,15,37,6,0,1,14,4,32,1,1,.278,.297,.346,.643,2900000
135,551,72,153,33,0,7,53,51,75,6,6,.278,.337,.376,.712,13750000
120,455,60,126,27,2,4,55,60,96,3,0,.277,.361,.371,.732,23000000
162,650,106,180,29,10,20,74,52,130,13,6,.277,.332,.445,.777,18000000
116,434,61,120,21,4,8,35,66,108,11,4,.276,.375,.399,.774,5800000
146,536,53,148,20,10,1,34,26,86,7,5,.276,.308,.356,.664,2200000
159,591,83,163,41,0,27,116,56,112,1,1,.276,.335,.482,.817,22000000
155,642,81,177,27,1,14,50,62,84,4,2,.276,.342,.386,.729,11016667
161,684,100,188,40,4,17,92,29,79,15,4,.275,.307,.420,.727,15000000
133,433,52,119,35,2,6,37,24,93,1,1,.275,.315,.406,.721,507500
139,481,40,132,22,0,12,69,32,76,3,0,.274,.317,.395,.712,4000000
155,533,68,146,13,7,7,40,39,114,31,12,.274,.325,.364,.689,3100000
114,384,54,105,25,0,25,80,41,103,1,3,.273,.359,.534,.893,525000
158,622,82,170,35,2,15,74,24,81,21,4,.273,.305,.408,.713,8125000
157,597,88,163,22,1,29,80,52,139,20,8,.273,.336,.459,.795,600000
78,231,38,63,11,3,8,34,26,59,4,5,.273,.341,.450,.791,2300000
158,595,99,162,33,2,8,59,95,111,5,3,.272,.375,.375,.750,8666666
146,570,83,155,34,3,10,52,75,84,10,5,.272,.354,.395,.749,7000000
127,493,90,134,31,3,17,58,38,104,5,3,.272,.325,.450,.776,506000
156,574,83,156,37,0,20,90,74,100,4,1,.272,.370,.441,.811,17142857
137,512,74,139,25,3,23,76,45,88,2,2,.271,.342,.467,.809,5750000
151,549,57,149,32,0,9,66,41,96,0,0,.271,.323,.379,.702,7500000
149,575,71,156,27,5,16,70,49,93,39,5,.271,.328,.419,.747,21857143
159,613,87,166,32,2,40,108,55,140,4,5,.271,.333,.525,.859,8000000
149,573,74,155,26,3,11,58,67,98,20,4,.271,.351,.384,.735,6650000
131,503,54,136,35,1,9,58,35,93,4,2,.270,.318,.398,.716,3600000
154,566,77,153,34,2,29,102,60,171,8,4,.270,.342,.491,.833,8541667
127,385,46,104,19,1,10,55,54,86,2,2,.270,.361,.403,.763,505000
113,363,41,98,21,0,4,37,33,81,4,2,.270,.346,.361,.706,556500
155,589,74,159,36,6,11,78,53,85,10,1,.270,.339,.407,.746,13500000
134,535,54,144,30,1,8,63,42,113,8,5,.269,.324,.374,.698,17250000
153,565,72,152,26,5,23,85,41,164,3,1,.269,.317,.455,.772,505000
141,529,56,142,28,0,9,52,29,104,0,0,.268,.309,.372,.682,7416667
30,123,14,33,6,1,2,12,6,21,2,0,.268,.303,.382,.685,13000000
159,590,71,158,27,4,25,96,52,118,7,5,.268,.334,.454,.788,540100
149,494,59,132,15,5,5,42,33,97,10,10,.267,.315,.348,.663,501000
106,382,46,102,25,0,13,54,23,70,1,0,.267,.305,.435,.739,502000
88,341,32,91,12,0,11,47,17,57,0,0,.267,.299,.399,.698,2095000
26,75,3,20,1,0,2,13,3,28,0,0,.267,.300,.360,.660,507000
156,563,87,150,34,1,19,74,65,126,12,3,.266,.351,.432,.783,9375000
97,259,37,69,15,1,3,26,16,52,6,1,.266,.334,.367,.701,501200
136,443,55,118,31,5,12,48,69,87,1,1,.266,.367,.440,.807,4500000
121,462,44,123,25,0,8,51,23,74,2,3,.266,.306,.372,.678,12083333
109,363,53,96,16,7,12,54,28,63,1,1,.264,.316,.446,.763,2700000
140,322,37,85,15,1,13,38,34,67,1,1,.264,.338,.438,.776,1200000
154,591,71,156,28,2,25,85,35,185,3,2,.264,.312,.445,.757,8000000
99,307,42,81,18,3,9,40,28,60,2,0,.264,.337,.430,.767,2300000
157,619,72,163,35,1,2,41,46,96,27,15,.263,.314,.333,.647,4800000
153,582,43,153,27,0,10,58,23,159,6,0,.263,.292,.361,.653,4750000
108,369,41,97,17,1,22,52,22,97,0,0,.263,.317,.493,.810,520250
142,518,59,136,27,0,35,104,75,95,0,0,.263,.355,.517,.873,13000000
157,560,61,147,38,0,21,75,58,112,3,2,.263,.336,.443,.779,13250000
99,336,41,88,20,0,11,38,24,59,5,2,.262,.315,.420,.735,1750000
134,462,53,120,25,1,10,55,38,124,1,3,.260,.321,.383,.704,5050000
150,578,57,150,28,2,17,70,22,85,1,0,.260,.289,.403,.692,1400000
140,494,73,128,19,0,26,92,82,108,3,0,.259,.362,.455,.817,12000000
105,220,17,57,8,0,1,17,6,26,0,0,.259,.299,.309,.608,900000
148,533,50,138,31,4,11,66,36,140,2,2,.259,.306,.394,.700,500000
137,476,33,123,18,0,7,39,43,60,1,1,.258,.324,.340,.664,5000000
136,520,69,134,40,2,14,80,53,109,2,1,.258,.328,.423,.751,2350000
132,292,37,75,17,4,8,27,15,100,5,4,.257,.293,.425,.718,501000
106,444,57,114,17,10,3,28,35,114,10,6,.257,.314,.360,.674,12000000
145,581,47,149,19,1,4,50,35,87,10,2,.256,.304,.313,.617,12000000
148,555,87,142,25,8,17,58,56,134,21,5,.256,.327,.422,.749,5600000
149,506,56,129,27,2,12,55,35,89,4,1,.255,.305,.387,.693,515500
158,608,93,155,31,2,29,98,76,130,8,0,.255,.342,.456,.798,500000
154,593,73,151,26,3,24,91,46,183,24,5,.255,.313,.430,.743,8750000
62,220,32,56,16,0,6,23,47,49,1,1,.255,.390,.409,.799,22500000
68,177,21,45,5,3,2,10,20,36,6,1,.254,.340,.350,.690,2500000
36,122,9,31,8,0,1,7,1,34,1,0,.254,.270,.344,.614,1125000
140,418,51,106,23,2,9,52,62,111,2,5,.254,.349,.383,.732,3700000
162,624,83,158,26,1,22,91,57,133,5,0,.253,.320,.404,.724,13600000
153,514,74,130,27,0,30,92,69,135,3,2,.253,.349,.481,.830,1637500
115,348,23,88,18,1,5,26,20,42,2,3,.253,.291,.353,.645,1137500
110,381,43,96,25,1,6,31,46,60,4,2,.252,.347,.370,.717,8666666
135,528,50,133,21,3,6,66,33,68,9,3,.252,.295,.337,.632,7562500
121,397,43,100,25,0,10,46,33,102,0,1,.252,.309,.390,.699,500000
103,294,27,74,18,1,11,44,27,76,0,0,.252,.319,.432,.751,506400
108,306,41,77,22,0,7,43,54,91,3,0,.252,.373,.392,.765,5166667
152,563,72,141,25,8,6,48,34,117,56,23,.250,.292,.355,.648,500000
18,24,3,6,0,0,1,4,1,4,0,0,.250,.280,.375,.655,500000
136,502,59,125,29,3,6,50,51,79,0,0,.249,.321,.355,.676,5250000
149,478,68,119,33,4,16,51,65,113,1,2,.249,.341,.435,.776,1710000
113,402,52,100,14,3,12,42,21,71,20,4,.249,.292,.388,.680,500000
119,415,49,103,20,0,17,55,78,133,3,2,.248,.370,.419,.789,16000000
57,133,11,33,4,0,0,7,14,25,0,3,.248,.320,.278,.598,1250000
57,121,13,30,4,4,0,5,8,28,3,2,.248,.295,.347,.642,550000
83,238,24,59,15,2,6,19,30,43,0,3,.248,.344,.403,.748,5250000
112,174,31,43,6,3,4,16,15,33,8,5,.247,.309,.385,.694,510500
70,259,27,64,9,0,12,38,16,49,0,0,.247,.301,.421,.722,516100
42,150,19,37,8,0,3,16,25,24,0,0,.247,.360,.360,.720,23777778
153,491,54,121,20,10,10,69,59,129,5,3,.246,.324,.389,.713,560000
44,69,6,17,3,1,3,8,11,19,2,0,.246,.346,.449,.795,3500000
146,496,59,122,33,2,15,53,46,116,0,1,.246,.309,.411,.720,3875000
146,513,61,126,14,6,5,31,28,70,20,9,.246,.289,.326,.614,534000
52,167,18,41,9,1,2,23,12,43,0,0,.246,.297,.347,.644,2650000
95,163,24,40,5,1,0,7,20,29,6,1,.245,.332,.288,.620,1000000
48,102,15,25,5,0,0,7,9,18,1,1,.245,.328,.294,.622,2000000
143,502,64,123,27,4,14,65,32,90,8,4,.245,.293,.398,.692,1500000
81,147,9,36,6,0,3,9,13,38,1,0,.245,.304,.347,.651,700000
146,540,44,132,18,4,7,46,32,60,4,5,.244,.286,.331,.617,8285714
89,254,22,62,6,1,6,19,13,44,5,1,.244,.281,.346,.628,511500
